Module, Date, Time (PDT), Vin (V), Iin (A), Vout (V), Iout (A), Power (W)
M461101194AJ0, 2015-6-15, 6:55:00, 30.437500, 0.145508, 11.296875, 0.282715, 3.193794
M431101029AJ2, 2015-6-15, 6:55:00, 37.468750, 2.708984, 36.656250, 2.714844, 99.515991
M461101120AJF, 2015-6-15, 6:55:00, 32.562500, 0.209229, 1.306641, 3.052734, 3.988827
M421101006AJB, 2015-6-15, 6:55:00, 36.843750, 3.673828, 36.531250, 3.642578, 133.067932
M431101063AJA, 2015-6-15, 6:55:00, 34.656250, 0.308105, 1.500000, 4.683594, 7.025391
M461101053AJ8, 2015-6-15, 6:56:00, 33.656250, 0.192627, 30.265625, 0.187012, 5.660027
M461101194AJ0, 2015-6-15, 6:56:00, 28.984375, 0.133545, 9.523438, 0.244995, 2.333196
M431101029AJ2, 2015-6-15, 6:56:00, 36.750000, 3.119141, 36.718750, 3.080078, 113.096619
M461101120AJF, 2015-6-15, 6:56:00, 32.812500, 0.211548, 1.113281, 3.365234, 3.746452
M421101006AJB, 2015-6-15, 6:56:00, 36.562500, 3.441406, 36.187500, 3.421875, 123.829102
M431101063AJA, 2015-6-15, 6:56:00, 34.687500, 0.318848, 2.191406, 3.720703, 8.153572
M461101194AJ0, 2015-6-15, 6:57:00, 32.250000, 0.149170, 11.515625, 0.312988, 3.604256
M461101053AJ8, 2015-6-15, 6:57:00, 32.812500, 0.248657, 26.781250, 0.265869, 7.120308
M461101194AJ0, 2015-6-15, 6:57:00, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
M431101029AJ2, 2015-6-15, 6:57:00, 36.500000, 3.029297, 36.468750, 2.990234, 109.050110
M461101120AJF, 2015-6-15, 6:57:00, 32.750000, 0.214844, 1.199219, 3.308594, 3.967728
M421101006AJB, 2015-6-15, 6:57:00, 36.218750, 3.712891, 36.156250, 3.662109, 132.408142
M431101063AJA, 2015-6-15, 6:57:00, 34.687500, 0.326904, 2.164062, 3.859375, 8.351929
M461101053AJ8, 2015-6-15, 6:58:00, 32.906250, 0.261475, 25.734375, 0.290527, 7.476540
M461101194AJ0, 2015-6-15, 6:58:00, 32.250000, 0.149170, 11.515625, 0.312988, 3.604256
M431101029AJ2, 2015-6-15, 6:58:00, 35.625000, 2.724609, 35.593750, 2.689453, 95.727722
M461101120AJF, 2015-6-15, 6:58:00, 33.031250, 0.217529, 1.458008, 3.037109, 4.428129
M421101006AJB, 2015-6-15, 6:58:00, 35.781250, 4.015625, 35.718750, 3.968750, 141.758789
M431101063AJA, 2015-6-15, 6:58:00, 34.812500, 0.331299, 2.001953, 4.164062, 8.336258
M461101053AJ8, 2015-6-15, 6:59:00, 33.062500, 0.268555, 25.593750, 0.301025, 7.704369
M461101194AJ0, 2015-6-15, 6:59:00, 32.062500, 0.151855, 11.585938, 0.317627, 3.680006
M431101029AJ2, 2015-6-15, 6:59:00, 35.812500, 2.687500, 35.781250, 2.652344, 94.904175
M461101120AJF, 2015-6-15, 6:59:00, 32.968750, 0.220825, 1.513672, 3.007812, 4.552841
M421101006AJB, 2015-6-15, 6:59:00, 36.062500, 4.097656, 36.000000, 4.035156, 145.265625
M431101063AJA, 2015-6-15, 6:59:00, 34.906250, 0.334961, 1.996094, 4.234375, 8.452209
M461101053AJ8, 2015-6-15, 7:00:00, 33.406250, 0.272461, 23.750000, 0.333984, 7.932129
M461101194AJ0, 2015-6-15, 7:00:00, 31.890625, 0.155151, 10.898438, 0.343750, 3.746338
M431101029AJ2, 2015-6-15, 7:00:00, 35.593750, 3.210938, 33.812500, 3.318359, 112.202026
M461101120AJF, 2015-6-15, 7:00:00, 33.218750, 0.223145, 1.124023, 3.593750, 4.039459
M421101006AJB, 2015-6-15, 7:00:00, 35.000000, 4.347656, 33.656250, 4.437500, 149.349609
M431101063AJA, 2015-6-15, 7:00:00, 35.156250, 0.336426, 1.799805, 4.625000, 8.324097
M461101053AJ8, 2015-6-15, 7:01:00, 33.312500, 0.281250, 21.500000, 0.379395, 8.156982
M461101194AJ0, 2015-6-15, 7:01:00, 31.734375, 0.158203, 9.875000, 0.384521, 3.797150
M431101029AJ2, 2015-6-15, 7:01:00, 34.718750, 3.939453, 31.000000, 4.296875, 133.203125
M461101120AJF, 2015-6-15, 7:01:00, 33.250000, 0.226196, 0.727539, 3.904297, 2.840528
M421101006AJB, 2015-6-15, 7:01:00, 35.281250, 4.351562, 30.468750, 4.910156, 149.606323
M431101063AJA, 2015-6-15, 7:01:00, 35.281250, 0.339844, 1.606445, 5.066406, 8.138905
M461101053AJ8, 2015-6-15, 7:02:00, 33.843750, 0.283691, 23.687500, 0.354492, 8.397034
M461101194AJ0, 2015-6-15, 7:02:00, 31.515625, 0.161743, 10.648438, 0.365479, 3.891775
M431101029AJ2, 2015-6-15, 7:02:00, 34.218750, 4.226562, 33.843750, 4.203125, 142.249512
M461101120AJF, 2015-6-15, 7:02:00, 33.312500, 0.229492, 0.792969, 4.050781, 3.212143
M421101006AJB, 2015-6-15, 7:02:00, 35.250000, 4.394531, 33.375000, 4.527344, 151.100098
M431101063AJA, 2015-6-15, 7:02:00, 35.312500, 0.343506, 1.816406, 4.714844, 8.564072
M461101053AJ8, 2015-6-15, 7:03:00, 34.093750, 0.288818, 24.625000, 0.351074, 8.645203
M461101194AJ0, 2015-6-15, 7:03:00, 31.406250, 0.165405, 10.921875, 0.364014, 3.975712
M431101029AJ2, 2015-6-15, 7:03:00, 34.968750, 4.160156, 34.937500, 4.101562, 143.298340
M461101120AJF, 2015-6-15, 7:03:00, 33.281250, 0.233154, 0.858398, 4.128906, 3.544247
M421101006AJB, 2015-6-15, 7:03:00, 34.531250, 4.453125, 34.468750, 4.398438, 151.608643
M431101063AJA, 2015-6-15, 7:03:00, 35.531250, 0.347168, 1.940430, 4.566406, 8.860790
M461101053AJ8, 2015-6-15, 7:04:00, 34.375000, 0.294189, 24.562500, 0.362305, 8.899109
M461101194AJ0, 2015-6-15, 7:04:00, 31.656250, 0.168091, 10.914062, 0.375244, 4.095438
M431101029AJ2, 2015-6-15, 7:04:00, 34.906250, 4.199219, 34.875000, 4.144531, 144.540527
M461101120AJF, 2015-6-15, 7:04:00, 33.281250, 0.236694, 0.872070, 4.207031, 3.668827
M421101006AJB, 2015-6-15, 7:04:00, 34.406250, 4.449219, 34.343750, 4.398438, 151.058838
M431101063AJA, 2015-6-15, 7:04:00, 35.406250, 0.352539, 1.978516, 4.566406, 9.034706
M461101053AJ8, 2015-6-15, 7:05:00, 34.750000, 0.297607, 24.781250, 0.368408, 9.129616
M461101194AJ0, 2015-6-15, 7:05:00, 31.890625, 0.170410, 11.000000, 0.382568, 4.208252
M431101029AJ2, 2015-6-15, 7:05:00, 35.156250, 4.152344, 35.093750, 4.089844, 143.527954
M461101120AJF, 2015-6-15, 7:05:00, 33.375000, 0.239746, 0.916992, 4.234375, 3.882889
M421101006AJB, 2015-6-15, 7:05:00, 34.687500, 4.433594, 34.593750, 4.382812, 151.617920
M431101063AJA, 2015-6-15, 7:05:00, 35.593750, 0.356201, 2.027344, 4.558594, 9.241837
M461101053AJ8, 2015-6-15, 7:06:00, 35.125000, 0.301270, 24.812500, 0.377441, 9.365265
M461101194AJ0, 2015-6-15, 7:06:00, 32.031250, 0.172363, 10.992188, 0.390869, 4.296507
M431101029AJ2, 2015-6-15, 7:06:00, 35.156250, 4.164062, 35.125000, 4.101562, 144.067383
M461101120AJF, 2015-6-15, 7:06:00, 33.343750, 0.243042, 0.937500, 4.289062, 4.020996
M421101006AJB, 2015-6-15, 7:06:00, 34.687500, 4.445312, 34.593750, 4.394531, 152.023315
M431101063AJA, 2015-6-15, 7:06:00, 35.562500, 0.362305, 2.060547, 4.585938, 9.449539
M461101053AJ8, 2015-6-15, 7:07:00, 35.343750, 0.306641, 24.546875, 0.391602, 9.612595
M461101194AJ0, 2015-6-15, 7:07:00, 32.218750, 0.174072, 10.843750, 0.403564, 4.376152
M431101029AJ2, 2015-6-15, 7:07:00, 34.750000, 4.253906, 34.718750, 4.199219, 145.791626
M461101120AJF, 2015-6-15, 7:07:00, 33.468750, 0.245728, 0.934082, 4.363281, 4.075663
M421101006AJB, 2015-6-15, 7:07:00, 35.000000, 4.468750, 34.218750, 4.492188, 153.717041
M431101063AJA, 2015-6-15, 7:07:00, 35.468750, 0.368652, 2.042969, 4.695312, 9.592377
M461101053AJ8, 2015-6-15, 7:08:00, 35.656250, 0.312012, 24.515625, 0.403076, 9.881664
M461101194AJ0, 2015-6-15, 7:08:00, 32.375000, 0.176025, 10.765625, 0.414062, 4.457642
M431101029AJ2, 2015-6-15, 7:08:00, 34.656250, 4.335938, 34.625000, 4.281250, 148.238281
M461101120AJF, 2015-6-15, 7:08:00, 33.531250, 0.248047, 0.923828, 4.433594, 4.095879
M421101006AJB, 2015-6-15, 7:08:00, 35.125000, 4.500000, 34.125000, 4.539062, 154.895508
M431101063AJA, 2015-6-15, 7:08:00, 35.656250, 0.371582, 2.046875, 4.750000, 9.722656
M461101053AJ8, 2015-6-15, 7:09:00, 35.812500, 0.317871, 24.234375, 0.418213, 10.135128
M461101194AJ0, 2015-6-15, 7:09:00, 32.625000, 0.177368, 10.554688, 0.430176, 4.540371
M431101029AJ2, 2015-6-15, 7:09:00, 34.250000, 4.433594, 34.156250, 4.378906, 149.567017
M461101120AJF, 2015-6-15, 7:09:00, 33.531250, 0.250732, 0.910156, 4.507812, 4.102814
M421101006AJB, 2015-6-15, 7:09:00, 35.218750, 4.535156, 33.656250, 4.632812, 155.923096
M431101063AJA, 2015-6-15, 7:09:00, 35.812500, 0.374756, 2.029297, 4.843750, 9.829407
M461101053AJ8, 2015-6-15, 7:10:00, 35.968750, 0.323486, 24.468750, 0.424805, 10.394440
M461101194AJ0, 2015-6-15, 7:10:00, 32.718750, 0.179321, 10.554688, 0.437744, 4.620253
M431101029AJ2, 2015-6-15, 7:10:00, 34.437500, 4.425781, 34.375000, 4.367188, 150.122070
M461101120AJF, 2015-6-15, 7:10:00, 33.593750, 0.253174, 0.937500, 4.539062, 4.255371
M421101006AJB, 2015-6-15, 7:10:00, 35.187500, 4.566406, 33.875000, 4.632812, 156.936523
M431101063AJA, 2015-6-15, 7:10:00, 35.937500, 0.378418, 2.068359, 4.835938, 10.002457
M461101053AJ8, 2015-6-15, 7:11:00, 36.125000, 0.329346, 24.500000, 0.434082, 10.635010
M461101194AJ0, 2015-6-15, 7:11:00, 32.906250, 0.181030, 10.500000, 0.447754, 4.701416
M431101029AJ2, 2015-6-15, 7:11:00, 34.406250, 4.441406, 34.343750, 4.382812, 150.522217
M461101120AJF, 2015-6-15, 7:11:00, 33.718750, 0.255615, 0.955078, 4.574219, 4.368736
M421101006AJB, 2015-6-15, 7:11:00, 35.187500, 4.589844, 33.843750, 4.660156, 157.717163
M431101063AJA, 2015-6-15, 7:11:00, 36.000000, 0.382324, 2.091797, 4.859375, 10.164825
M461101053AJ8, 2015-6-15, 7:12:00, 36.375000, 0.334229, 24.750000, 0.439941, 10.888550
M461101194AJ0, 2015-6-15, 7:12:00, 33.031250, 0.182983, 10.554688, 0.453857, 4.790323
M431101029AJ2, 2015-6-15, 7:12:00, 34.656250, 4.417969, 34.593750, 4.363281, 150.942261
M461101120AJF, 2015-6-15, 7:12:00, 33.625000, 0.259033, 0.989258, 4.593750, 4.544403
M421101006AJB, 2015-6-15, 7:12:00, 35.125000, 4.628906, 34.093750, 4.660156, 158.882202
M431101063AJA, 2015-6-15, 7:12:00, 36.000000, 0.386719, 2.126953, 4.855469, 10.327354
M461101053AJ8, 2015-6-15, 7:13:00, 36.718750, 0.339111, 24.765625, 0.451904, 11.191692
M461101194AJ0, 2015-6-15, 7:13:00, 33.187500, 0.185059, 10.484375, 0.464844, 4.873596
M431101029AJ2, 2015-6-15, 7:13:00, 34.593750, 4.464844, 34.531250, 4.402344, 152.018433
M461101120AJF, 2015-6-15, 7:13:00, 33.656250, 0.261475, 0.992676, 4.644531, 4.610514
M421101006AJB, 2015-6-15, 7:13:00, 35.093750, 4.671875, 34.031250, 4.707031, 160.186157
M431101063AJA, 2015-6-15, 7:13:00, 36.156250, 0.389893, 2.136719, 4.910156, 10.491623
